id	username	name	created_at	lat	long	status	ya/tidak	kategori
8.00596E+17	GudangJaya	Gudangjaya.com	21/11/2016 14:06	null	null	"Toko Ac Elektronik Depok,Diskon Setiap Hari,Jual Ac,Kulkas,Mesin cuci,Led tv Terbaru,Bergaransi Resmi Pabrik. https://t.co/iaUMFXNVps"		
8.00596E+17	HecateUks	Beli vitamin #UKS	21/11/2016 14:06	null	null	Dinoy mulai mengetik di layar HPnya. “Ayo pada dateng ke UKS guysss. Lagi ada diskon 20% sampai tanggal 23Nov.”		
8.00596E+17	ridwankini	Heri S.	21/11/2016 14:06	null	null	RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…		
8.00596E+17	ridwankini	Heri S.	21/11/2016 14:06	null	null	"RT @YouthZone46: Kapan terakhir kali kamu ke Taman Legenda Keong Emas? Dengan Kartu BNI dapat diskon 20% loh, Teman #BNIPromo. Info: https:…"		
8.00596E+17	daarmawan2	Darma wan	21/11/2016 14:06	null	null	RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…		
8.00596E+17	ridwankini	Heri S.	21/11/2016 14:05	null	null	"RT @YouthZone46: Akhir pekan ini ke The Jungle yuk, Teman! Dengan Kartu BNI, kamu bisa dapat diskon hingga 25% #BNIPromo. Info: https://t.c…"		
8.00596E+17	ridwankini	Heri S.	21/11/2016 14:05	null	null	"RT @YouthZone46: Nikmati Ice Cream Cold Stone hanya Rp 1,- atau diskon 40% dengan Kartu Debit BNI #BNIPromo. Info: https://t.co/leQyC4HCma…"		
8.00596E+17	sitinur_1996	Siti N.	21/11/2016 14:05	null	null	"RT @YouthZone46: Nikmati Ice Cream Cold Stone hanya Rp 1,- atau diskon 40% dengan Kartu Debit BNI #BNIPromo. Info: https://t.co/leQyC4HCma…"		
8.00596E+17	sitinur_1996	Siti N.	21/11/2016 14:05	null	null	"RT @YouthZone46: Akhir pekan ini ke The Jungle yuk, Teman! Dengan Kartu BNI, kamu bisa dapat diskon hingga 25% #BNIPromo. Info: https://t.c…"		
8.00596E+17	sitinur_1996	Siti N.	21/11/2016 14:05	null	null	"RT @YouthZone46: Kapan terakhir kali kamu ke Taman Legenda Keong Emas? Dengan Kartu BNI dapat diskon 20% loh, Teman #BNIPromo. Info: https:…"		
8.00596E+17	sitinur_1996	Siti N.	21/11/2016 14:05	null	null	RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…		
8.00596E+17	katalogpromosi	katalogpromosi	21/11/2016 14:05	null	null	MATAHARI Dept Store PROMO OF THE MONTH! Diskon hingga 20% untuk Produk Kecantikan* dengan kartu kredit BCA Matahari https://t.co/HgCXhUvHai		
8.00596E+17	katalogpromosi	katalogpromosi	21/11/2016 14:05	null	null	LOTTERIA Diskon hingga 30% dengan kartu kredit BCA dan FLAZZ BCA berlaku sd. 08 September 2017 https://t.co/kLf4WwNSyN		
8.00596E+17	HecateUks	Beli vitamin #UKS	21/11/2016 14:05	null	null	"Di grup, Miss Rheia memberitahu bahwa UKS sedang ada diskon 20% untuk semua produk obat & vitamin."		
8.00596E+17	yuyubam12	yubam	21/11/2016 14:04	null	null	RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…		
8.00596E+17	FazarRizky	Fazar R Maulana	21/11/2016 14:03	null	null	Ada yg punya kode diskon Lazada??		
8.00595E+17	MimituppyTupper	Promo Tupperware	21/11/2016 14:03	null	null	"TChef Basic Set Rp 4.800.000,- Harga Diskon 20% Rp 3.840.000,- Sms / Wa : 081325860113 https://t.co/th42rf6Ag1 https://t.co/K0OS3zzVTR"		
8.00595E+17	MimituppyTupper	Promo Tupperware	21/11/2016 14:03	null	null	"Cutie Bag Rp 345.000,- Harga Diskon 27% Rp 251.850,- Sms / Wa : 081325860113 https://t.co/nraTHB1zjG https://t.co/6g1LHnY0A5"		
8.00595E+17	uwienbudi	WIN	21/11/2016 14:03	null	null	RT @milkteabunda: Mau dpt diskon? Bisa! masukin kode KBGNH31 di website @GrowNHealth & dptin diskon 10% https://t.co/FyGsaqTbni #maduanak #…		
8.00595E+17	MimituppyTupper	Promo Tupperware	21/11/2016 14:03	null	null	"Petite Fiesta (8) Rp 150.000.- Harga Diskon 30% Rp 105.000,- Sms / Wa : 081325860113 https://t.co/6BaPagHtt0 https://t.co/Qps5PAIjU2"		
8.00595E+17	ayrahijabku	Ayra Hijab	21/11/2016 14:02	null	null	"Assalamualaikum, ayraku. Mulai hari ini, Ayra memberikan diskon 10% setiap pembelian produk ayra. S&K berlaku, hubungi Line@ : @pxb6015z"		
8.00595E+17	mifahmi210	mifah	21/11/2016 14:02	null	null	RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…		
8.00595E+17	mukfatir	muh wendra	21/11/2016 14:02	null	null	RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…		
8.00595E+17	misslizz183	lisa kusumawati	21/11/2016 14:01	null	null	"Big Sale!!!  Dalam rangka menghabiskan stok barang, Qoshwa Smart Gallery memberi diskon besar untuk barang-barang... https://t.co/PXZHxmeFSB"		
8.00595E+17	fafa_tri	Fafa ♂	21/11/2016 14:01	null	null	RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…		
8.00595E+17	BeritaBaBe	BaBe - Baca Berita	21/11/2016 14:00	null	null	"#BaBekasihtau #Kuliner Pria Todongkan Pistol ke Barista, Demi Diskon Rp10 Ribu untuk Kopi https://t.co/Hbz23tENMR"		
8.00595E+17	BookMyShowID	BookMyShow Indonesia	21/11/2016 14:00	null	null	"Nikmati diskon 40% dari @ZenRoomsID No.1 Budget Hotel Terbaik, nantikan infonya di Instagram BookMyShow pada jam 7… https://t.co/6D5Ud9hotR"		
8.00595E+17	tienstinggibdn	tiens	21/11/2016 14:00	null	null	Kami memberikan bukti bukan janji palsu buktikan sendiri diskon besar harga termurah seIndonesia free ongkir 081546060558/pin bb:754e6aa5		
8.00595E+17	bec_bintaro	BEC BINTARO	21/11/2016 14:00	null	null	"""Wednesday is Community Day"" #diskon 25% main billiard bersama komunitas-mu di Breaktimebec | Info: 021-29519618 https://t.co/chPkDS6mZ7"		
8.00595E+17	briankurniawan	hcb_shop	21/11/2016 14:00	null	null	READY Jaket  IDR 120000 (Harga belum diskon) Size: xxl… https://t.co/wjy5Bcd8JD		
8.00595E+17	swingingfriends	Mocca's Friendsclub	21/11/2016 14:00	null	null	"Yuk nonton @fkunpadfair tgl 3 Desember di Sabuga, Bandung. Yang mau beli tiket dgn harga DISKON cek IG kita sis :) https://t.co/f2hduKipzA"		
8.00595E+17	AdaDiskon	AdaDiskon.com	21/11/2016 14:00	null	null	"Kamu yang suka belanja online, jangan lewatkan Festival Belanja Online https://t.co/4t4A1iuHh1"		
8.00595E+17	Huzoraonline	Huzora.com	21/11/2016 14:00	null	null	#Celengan #MiniBank #owl https://t.co/gLoctqLeyD #huzora #olshop #followme #diskon #promo #jogja #Indonesia #lucu… https://t.co/ygQDPOagOH		
8.00595E+17	ajamimi82	mimi	21/11/2016 14:00	null	null	RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…		
8.00595E+17	RajaPindah	Raja Pindah	21/11/2016 14:00	null	null	"Ada diskon 10% untuk anda pemegang member Kawan Lama Retail, @BikeColony @ChatimeIndo @ACEIndonesia @InformaID dan… https://t.co/fyS4CnXfzH"		
8.00595E+17	KotaBalikpapan	BALIKPAPAN	21/11/2016 14:00	null	null	"Buka 24 jam plus diskon hingga Rp 100.000,- hanya di SAFIRA ONLINE TIKET! HP/WA: 0812 1492 1555 @Safiragroup https://t.co/PXluIFJsGE"		
8.00595E+17	soloposdotcom	solopos.com	21/11/2016 14:00	null	null	Mau Tahu Cara Dapetin Kode Diskon Untuk Belanja Online Dengan Mudah Dan Cepat? Cari Tahu Semuanya Disini!  https://t.co/clhNfTv0vj		
8.00595E+17	blanjacom	blanja.com	21/11/2016 14:00	null	null	"Khusus pemegang Debit BTN Online, dapatkan DISKON 25% ALL PRODUCT!  Masukkan kode BTN25 di sini >>… https://t.co/62UwPMnWdZ"		
8.00595E+17	tya_yaaaa	TIA	21/11/2016 13:59	null	null	@bliblidotcom Pengalaman pertama ikutan 11.11 my big wish bagus programnya semoga kedepannya bisa kasih voucher diskon yg besar		
8.00595E+17	briankurniawan	hcb_shop	21/11/2016 13:59	null	null	READY Jaket  IDR 120000 (Harga belum diskon) Size: xxl… https://t.co/6S23vECJBk		
8.00594E+17	GudangJaya	Gudangjaya.com	21/11/2016 13:59	null	null	"Toko Ac Elektronik Depok,Diskon Setiap Hari,Jual Ac,Kulkas,Mesin cuci,Led tv Terbaru,Bergaransi Resmi Pabrik. https://t.co/3tFRrbaDlN"		
8.00594E+17	BukuKOMPAS	Penerbit Buku Kompas	21/11/2016 13:58	null	null	Halo mas @Lestyo_yupi di luar daftar itu adalah buku regular dengan diskon 50% pada saat program Kumur Kumur Akhir Tahun. Salam		
8.00594E+17	briankurniawan	hcb_shop	21/11/2016 13:58	null	null	READY Jaket  IDR 120000 (Harga belum diskon) Size: xxl… https://t.co/mefzHTTcUF		
8.00594E+17	HecateUks	Beli vitamin #UKS	21/11/2016 13:58	null	null	"RT @svtdinoy: beli apapun di @HecateUKS ada diskon 20% sampai tanggal 23 Nov. so, grab it fast guys 😃👌"		
8.00594E+17	bukukita	IG: bukukitacom	21/11/2016 13:57	null	null	Nantikan #FBO2016 pesta diskon di festival belanja online 2016 dan lebih dari 70+ E-commerce ikut dalam FBO2016>>>… https://t.co/qLo4oBhiuR		
8.00594E+17	briankurniawan	hcb_shop	21/11/2016 13:57	null	null	READY Jaket  IDR 135000 (Harga belum diskon) Size: xxl… https://t.co/GBajIRgoY5		
8.00594E+17	briankurniawan	hcb_shop	21/11/2016 13:57	null	null	READY Jaket  IDR 125000 (Harga belum diskon) Size: xxl… https://t.co/9EZgGxIe5N		
8.00594E+17	yes24id_ticket	Yes24Indonesia Tiket	21/11/2016 13:56	null	null	PROMO hanya sampai 5 Desember! Diskon 50% tiket Water Kingdom #Mekarsari #Bogor !! Pembelian hanya di YES24!… https://t.co/L69nxcmUsH		
8.00594E+17	briankurniawan	hcb_shop	21/11/2016 13:56	null	null	READY Jaket  IDR 125000 (Harga belum diskon) Size: xxl… https://t.co/yYsYxo1Gfc		
8.00594E+17	Ms_Rheia	Rheia Leanore. A	21/11/2016 13:55	null	null	"RT @svtdinoy: beli apapun di @HecateUKS ada diskon 20% sampai tanggal 23 Nov. so, grab it fast guys 😃👌"		
8.00594E+17	rintojek	rinto jekward	21/11/2016 13:55	null	null	RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…		
8.00593E+17	KaskusBerita	Kaskus Berita	21/11/2016 13:55	null	null	"Pria Todongkan Pistol ke Barista, Demi Diskon Rp10 Ribu untuk Kopi https://t.co/XSTRPwC4XW #food #breakingnewsfood"		
8.00593E+17	briankurniawan	hcb_shop	21/11/2016 13:55	null	null	READY Jaket  IDR 135000 (Harga belum diskon) Size: xxl… https://t.co/po1ozb6eOV		
8.00593E+17	svtdinoy	Dinoy 폼	21/11/2016 13:54	null	null	"beli apapun di @HecateUKS ada diskon 20% sampai tanggal 23 Nov. so, grab it fast guys 😃👌"		
8.00593E+17	StarGlamMagz	Star Glam Magazine	21/11/2016 13:54	null	null	"Mari merapat ke counter wacoal terdekat. Diskon gede - gedean di akhir… (w/ Sintra , Hernand, & 7 others) [pic] — https://t.co/44C70gGPdv"		
8.00593E+17	ahmadbaih	ahmad	21/11/2016 13:54	null	null	RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…		
8.00593E+17	briankurniawan	hcb_shop	21/11/2016 13:54	null	null	READY Jaket  IDR 135000 (Harga belum diskon) Size: xxl… https://t.co/L36EMbIXpZ		
8.00593E+17	Metro10Bangunan	Metro 10 Bangunan	21/11/2016 13:53	null	null	"Dapatkan diskon 10% untuk pembelian semua produk dari Winn Gas! Harga mulai dari Rp.55.000,- s/d… https://t.co/uJuHDwDZSC"		
8.00593E+17	AhmadFatihID	Ahmad Fatih	21/11/2016 13:53	null	null	Khusus pembelian hari ini DISKON 50.000 Jaket Couple Hanya 120.000 buruan order sekarang Stok terbatas. #BigSale  Cek Branda Yah :)		
8.00593E+17	metamongi	HOON	21/11/2016 13:53	null	null	"@nariuous yalord, diskon dong?"		
8.00593E+17	taj_uul	Taj	21/11/2016 13:53	null	null	RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…		
8.00593E+17	briankurniawan	hcb_shop	21/11/2016 13:53	null	null	READY kaos IDR 45000 (Harga belum diskon Size: L *reseller *grosir… https://t.co/PKi10fK0je		
8.00593E+17	rikirikian	Rikian	21/11/2016 13:52	null	null	"@TSWDT kapan katanya kamu mau ke uniqlo???? Ah tapi skrg can diskon semua euy. Siap2 ntr desember, bungg"		
8.00592E+17	CakMisbah_	Cak Misbah	21/11/2016 13:51	null	null	Ingin jadi hypnotherapist handal? ikut workshopnya| 26-27 Nov 2016 |Diskon special ulangtahun STEP| CP 083114683618 …		
8.00592E+17	eventsurabaya	Event Surabaya	21/11/2016 13:51	null	null	Ingin jadi hypnotherapist handal? ikut workshopnya| 26-27 Nov 2016 |Diskon special ulangtahun STEP| CP 083114683618 https://t.co/gXSpkoyqGk		
8.00592E+17	DevitaSeptianiN	Devita Nursalim	21/11/2016 13:50	null	null	"Hari terakhir diskon clodi GG nya, Kakakkkk!!  *langsung beli 6 lagi 😂 [pic] — https://t.co/WkfmeQ5wfY"		
8.00592E+17	dian_mucill10	Dian	21/11/2016 13:50	null	null	RT @BNIPromo: Wara-wiri tahun baru dengan promo diskon liburan akhir tahun di https://t.co/ibiiU07OSg. Info : https://t.co/q3Qjt09Piz https…		
8.00592E+17	haikarasushi	haikara sushi	21/11/2016 13:50	null	null	"Tunjukkan BXC Privilege Card, dapatkan diskon 10% utk semua menu makanan. Promo berlaku di Haikara Sushi cbg Bintar… https://t.co/gzUSATPslq"		
8.00592E+17	Giladiskon	Giladiskon Indonesia	21/11/2016 13:50	null	null	ONLINE Revolution Promo @LazadaID GEBRAKAN Diskon + Promo harga https://t.co/kF275Z7iQ7--> https://t.co/emtPfbVPqM		
8.00592E+17	katalogpromosi	katalogpromosi	21/11/2016 13:50	null	null	Global Apple Premium Reseller Special Deal untuk Produk Apple WATCH! Dapatkan Harga Special + Free Apple Band https://t.co/4nV3ObKx1q		
8.00592E+17	dian_mucill10	Dian	21/11/2016 13:50	null	null	RT @BNIPromo: Diskon tambahan 10% di https://t.co/pRduxG1CTx dengan Kartu Kredit BNI. Info : https://t.co/sGeLoh7fny https://t.co/wTdmVJ8Wly		
8.00592E+17	sunqkyng	[H]bib.	21/11/2016 13:49	null	null	"Iya, ka minyaknya nggak sekalian lagi diskon? https://t.co/5LtYYAX4ZY"		
8.00592E+17	dian_mucill10	Dian	21/11/2016 13:49	null	null	RT @BNIPromo: Diskon 20% Produk Segar di LotteMart dengan Kartu Kredit BNI. Info : https://t.co/fSzYIx0JtY https://t.co/KPNwY52QP3		
8.00592E+17	dian_mucill10	Dian	21/11/2016 13:49	null	null	RT @BNIPromo: Free Voucher Diskon Rp 100 ribu di Tokopedia. Info : https://t.co/tBvgk72cjX https://t.co/MgCPnPijKr		
8.00592E+17	Luka_Mantan	Lukman Nul Hakim	21/11/2016 13:49	null	null	"RT @GontaGantiHaPe: Diskon kamera, sampai akhir November di @bliblidotcom  https://t.co/h61EySMFog https://t.co/mR9n691ySF"		
8.00592E+17	dian_mucill10	Dian	21/11/2016 13:49	null	null	RT @BNIPromo: Hari Terakhir! Dapatkan tambahan diskon 10% untuk seluruh destinasi di https://t.co/JZqrG2H7tp dengan Kartu Kredit BNI https:…		
8.00592E+17	whyMardianing	wahyu_81	21/11/2016 13:49	null	null	RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…		
8.00592E+17	CitilinkTicket	Citilink Agent	21/11/2016 13:49	null	null	"Travel Fair On-line Dimulai, Diskon Hingga 70 Persen - Tempo (Siaran Pers) (Pendaftaran) https://t.co/tOXS0jCTRS #travel"		
8.00592E+17	rinhilmi	yu	21/11/2016 13:48	null	null	RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…		
8.00592E+17	AhmadFatihID	Ahmad Fatih	21/11/2016 13:48	null	null	Khusus pembelian hari ini DISKON 50.000 Jaket Couple Hanya 120.000 buruan order sekarang Stok terbatas. #BigSale		
8.00592E+17	jeprimus	jepri mustakim	21/11/2016 13:48	null	null	RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…		
8.00592E+17	briankurniawan	hcb_shop	21/11/2016 13:48	null	null	READY kaos IDR 45000 (Harga belum diskon Size: L *reseller *grosir… https://t.co/i6h4IyU6yH		
8.00591E+17	GudangJaya	Gudangjaya.com	21/11/2016 13:47	null	null	"Toko Ac Elektronik Depok,Diskon Setiap Hari,Jual Ac,Kulkas,Mesin cuci,Led tv Terbaru,Bergaransi Resmi Pabrik. https://t.co/kBT8A7FuTU"		
8.00591E+17	RaM_Yu	Ramadhanniel Yuanda	21/11/2016 13:47	3.58185073	98.67147772	Makan siang diskon 50% di kalasansunplaza ( Selected Item )  😆😆😆 Murah Meriah Kalap... Makan… https://t.co/BduCy7BleB		
8.00591E+17	briankurniawan	hcb_shop	21/11/2016 13:47	null	null	READY kaos IDR 45000 (Harga belum diskon Size: L *reseller *grosir… https://t.co/rj2gQyxIG6		
8.00591E+17	X_SKAsuka	Tyan X	21/11/2016 13:47	null	null	"Berbagai marchendise tipe-x ada di sini, #invit 7A2C0EE6, beli #murah #diskon"		
8.00591E+17	GilaPromoDotCom	GilaPromo	21/11/2016 13:47	null	null	#diskon Air Asia Go Promo Best Hotel Sale - Diskon 60% https://t.co/0kydK9HwIH		
8.00591E+17	GilaPromoDotCom	GilaPromo	21/11/2016 13:46	null	null	#diskon Air Asia Promo Santap Hemat - Beli Menu Santan Combo Meal Cuma Rp. 33.900 https://t.co/iHZuyHARsp		
8.00591E+17	GilaPromoDotCom	GilaPromo	21/11/2016 13:46	null	null	#diskon Air Asia Promo Festival Jalan-Jalan - Terbang Mulai Rp. 389.000 https://t.co/cLBLshiu5G		
8.00591E+17	GilaPromoDotCom	GilaPromo	21/11/2016 13:46	null	null	#diskon Wendys Restaurant Super Deal - Diskon Heboh 50% https://t.co/T4c3Yuq9oQ		
8.00591E+17	GilaPromoDotCom	GilaPromo	21/11/2016 13:46	null	null	#diskon Vinoti Living Early Holiday Shopping Promo - Diskon 50% https://t.co/1dkueFYf7e		
8.00591E+17	IiHolillah	Pashmina Instan	21/11/2016 13:46	null	null	DISKON HEMAT 20%  Beli sekarang berbagai produk pashmina instan syar'i hijabela_syari  Produk… https://t.co/H5mUSaxkqD		
8.00591E+17	867Evo	evo	21/11/2016 13:46	null	null	Booking Hotel lebih Murah via pegi pegi   >>https://t.co/irWuVDR30t   #Hotel #diskon #Liburan #Penginapan #Travel		
8.00591E+17	GilaPromoDotCom	GilaPromo	21/11/2016 13:46	null	null	#onlineonly #diskon Air Asia Go Promo Best Hotel Sale - Diskon 60% https://t.co/uJZ8iVJajt		
8.00591E+17	GilaPromoDotCom	GilaPromo	21/11/2016 13:46	null	null	#onlineonly #diskon Air Asia Promo Santap Hemat - Beli Menu Santan Combo Meal Cuma Rp. 33.900 https://t.co/gcwTVZhfM5		
8.00591E+17	dahlandahi	Dahlan Dahi	21/11/2016 13:46	null	null	PEDAGANG SAYUR KASIH DISKON RP 500 BAGI PEMBELI YANG BAWA INI  Seorang pedagang sayur menjadi sosok inspiratif... https://t.co/lfMvBiGPAz		
8.00591E+17	dessviano	ade	21/11/2016 13:45	null	null	RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…		
8.00591E+17	fujico987	fujiko	21/11/2016 13:45	null	null	Santika Premiere #Malang diskon 70% di pegipegi   https://t.co/tQjBMkBgVR   #Hotel #Penginapan #HotelMurah #Liburan https://t.co/qOIowfZGQT		
8.00591E+17	Maniezz_lila	Lailatul hidayah	21/11/2016 13:45	-7.29014	112.7666	"Jangan nunggu KERUTAN datang baru perawatan, tp perawatan dulu akan cantik kemudian, HEMAT 650 dear, mau diskon lg? https://t.co/oKpClirQ5g"		
8.00591E+17	OtomotifBdg	Otomotif Bandung	21/11/2016 13:44	null	null	"Harga Suzuki Swift Bandung.Spesifikasi,Fitur,Kredit,Promo,Diskon Suzuki Swift.082121947360 https://t.co/1EZDgmtiw7"		
8.00591E+17	Ademaro_Quelle	Ademaro Quelle	21/11/2016 13:44	null	null	"Saya mengirim 36 foto di Facebook dalam album ""OPEN PO JUNIPERLANE NOVEMBER - DISKON 15% s.d. 30 NOVEMBER 2016"" https://t.co/I09U0i7GNJ"		
8.00591E+17	Ademaro_Quelle	Ademaro Quelle	21/11/2016 13:44	null	null	"Saya mengirim 36 foto di Facebook dalam album ""OPEN PO JUNIPERLANE NOVEMBER - DISKON 15% s.d. 30 NOVEMBER 2016"" https://t.co/dLM0PDNeRT"		
8.00591E+17	RezaHu	mireza	21/11/2016 13:44	null	null	RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…		
8.00591E+17	Yogya_gokart	Yogya Go Kart	21/11/2016 13:43	null	null	"Daftarkan diri Anda sebagai VIP Member Yogya Gokart,dapatkan diskon 25% untuk pembelian tiket gokart serta ikuti member race setiap bulannya"		
8.0059E+17	Finsa07	Tb Finsa Ginanjar	21/11/2016 13:43	null	null	"Travel Fair On-line Dimulai, Diskon Hingga 70 Persen https://t.co/kqhSGhF8Re https://t.co/oVU1PPZF2J"		
8.0059E+17	hertomir	Mi not mir	21/11/2016 13:42	null	null	RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…		
8.0059E+17	ArisKansaz	Ariez kansaz	21/11/2016 13:42	null	null	@BangJamet ya klo mau diskon banyak di pasar senen met wwkwkqkqkq		
8.0059E+17	grapesinoct	Rachma Amelia	21/11/2016 13:42	null	null	"Diskon, Diskon (love) . Gamis Shaffiya Diskon 15% sd tanggal 5 Desember 2016. yuk order di… https://t.co/pE2roGV5KZ"		
8.0059E+17	GudangJaya	Gudangjaya.com	21/11/2016 13:41	null	null	"Toko Ac Elektronik Depok,Diskon Setiap Hari,Jual Ac,Kulkas,Mesin cuci,Led tv Terbaru,Bergaransi Resmi Pabrik. https://t.co/TUTx1Spcm9"		
8.0059E+17	bubblenmebdg	@Bubble N Me Bdg	21/11/2016 13:41	null	null	PROMO DISKON 10% UNTUK PEMBELIAN PRODUK OIL Belly to Baby  MULAI 22 -30 NOV (SELAMA PERSEDIAN STOCK MASIH ADA).... https://t.co/Tsf1VbP6Nt		
8.0059E+17	katalogpromosi	katalogpromosi	21/11/2016 13:41	null	null	"HARI INI! https://t.co/6TZCaLD6ic MONDAY MOM'S DAY, Diskon hingga 70% untuk Kebutuhan Ibu dan si Kecil https://t.co/eGwOu1TN4T"		
8.0059E+17	DOnetye	dama_LAC015	21/11/2016 13:40	null	null	"RT @LarissaCenter: NOVEMBER RAIN, HUJAN PROMO LARISSA ONLINESHOP  DISKON FREE ONGKIR KE SELURUH INDONESIA Read more > https://t.co/795pxRuP…"		
8.0059E+17	yudafah2	Yudafah	21/11/2016 13:40	null	null	RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…		
8.0059E+17	maddoginfected	Maddog Infected™	21/11/2016 13:40	null	null	Dapatkan kupon diskon 20% #MADDOGINFECTED di @RockuRamen | Jl. Honggowongso No.140 | Open Daily 12.00 - 21.00 https://t.co/vUGsOtv3b7		
8.00589E+17	puisina	PUISI NA	21/11/2016 13:39	null	null	"https://t.co/V0LzoTWuwI Travel Fair On-line Dimulai, Diskon Hingga 70 Persen"		
8.00589E+17	TitoKilby	tito kilby	21/11/2016 13:39	null	null	"RT @JejakImani: Sahabat Jejak Imani, Ayo jng sampai ketinggalan dapetin voucher diskon umroh lho cek disini >> https://t.co/VxbYPXP8r2 #vou…"		
8.00589E+17	ArisKansaz	Ariez kansaz	21/11/2016 13:39	null	null	@BangJamet jual murah med midnight sale diskon 1%		
8.00589E+17	iniKartuKredit	Promo Kartu Kredit	21/11/2016 13:38	null	null	"RT @KartuKreditBCA: LAST DAY! Dapatkan tambahan diskon 10% dgn @KartuKreditBCA di pameran Watch World Indonesia, Main Atrium Pondok Indah M…"		
8.00589E+17	IndonesiaFlight	Indonesia Flight	21/11/2016 13:38	null	null	Diskon tiket pesawat Air Asia hingga 100 ribu. Nikmati liburan semakin hemat dgn Indonesia Flight… https://t.co/ftzwY7qWss		
8.00589E+17	facchan_	Zulfa Salsabila	21/11/2016 13:38	null	null	"Yuk dilirik, lagi diskon lo :3 https://t.co/7fshXNYZmL https://t.co/XtLAKZcHAU"		
8.00589E+17	yoprakarsa	surdin w	21/11/2016 13:37	null	null	RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…		
8.00589E+17	GudangJaya	Gudangjaya.com	21/11/2016 13:37	null	null	"Toko Ac Elektronik Depok,Diskon Setiap Hari,Jual Ac,Kulkas,Mesin cuci,Led tv Terbaru,Bergaransi Resmi Pabrik. https://t.co/sAv5vPdyj4"		
8.00589E+17	bliblidotcom	Blibli.com	21/11/2016 13:36	null	null	Masih banyak promo lainnya seperti perlengkapan baju renang dan diskon hingga 1 jt utk pilihan gadget dan semua kategor kamera! #FJJ2016		
8.00589E+17	hallo_sumsel	hallosumsel.com	21/11/2016 13:36	null	null	"Hallo, Para Guru Bangsa, Ada Diskon 50 Persen Paket Servis Lengkap di AHASS, Buruan Datang https://t.co/ZdrLazPIbd https://t.co/7H17u34JBY"		
8.00588E+17	Penerbit_BIP	Penerbit BIP	21/11/2016 13:35	null	null	RT @SCOOPToday: Diskon 50% utk Ebook Dongeng Anak Favorit terbitan @Penerbit_BIP. Yuk Ayah Bunda borong di sini: https://t.co/hcNoa22Iyq #G…		
8.00588E+17	bliblidotcom	Blibli.com	21/11/2016 13:35	null	null	"Sedangkan utk Destination Deals - Jakarta. Diskon 10% untuk semua tiket atraksi Jakarta (Waterbom, etc.) #FJJ2016"		
