username	name	status	ya/tidak	kategori
Ademaro_Quelle	Ademaro Quelle	"Saya mengirim 36 foto di Facebook dalam album ""OPEN PO JUNIPERLANE NOVEMBER - DISKON 15% s.d. 30 NOVEMBER 2016"" https://t.co/dLM0PDNeRT"		
Yogya_gokart	Yogya Go Kart	"Daftarkan diri Anda sebagai VIP Member Yogya Gokart,dapatkan diskon 25% untuk pembelian tiket gokart serta ikuti member race setiap bulannya"		
Finsa07	Tb Finsa Ginanjar	"Travel Fair On-line Dimulai, Diskon Hingga 70 Persen https://t.co/kqhSGhF8Re https://t.co/oVU1PPZF2J"		
ArisKansaz	Ariez kansaz	@BangJamet ya klo mau diskon banyak di pasar senen met wwkwkqkqkq		
grapesinoct	Rachma Amelia	"Diskon, Diskon (love) . Gamis Shaffiya Diskon 15% sd tanggal 5 Desember 2016. yuk order diâ€¦ https://t.co/pE2roGV5KZ"		
bubblenmebdg	@Bubble N Me Bdg	PROMO DISKON 10% UNTUK PEMBELIAN PRODUK OIL Belly to Baby MULAI 22 -30 NOV (SELAMA PERSEDIAN STOCK MASIH ADA).... https://t.co/Tsf1VbP6Nt		
katalogpromosi	katalogpromosi	"HARI INI! https://t.co/6TZCaLD6ic MONDAY MOM'S DAY, Diskon hingga 70% untuk Kebutuhan Ibu dan si Kecil https://t.co/eGwOu1TN4T"		
maddoginfected	Maddog Infectedâ„¢	Dapatkan kupon diskon 20% #MADDOGINFECTED di @RockuRamen | Jl. Honggowongso No.140 | Open Daily 12.00 - 21.00 https://t.co/vUGsOtv3b7		
puisina	PUISI NA	"https://t.co/V0LzoTWuwI Travel Fair On-line Dimulai, Diskon Hingga 70 Persen"		
TitoKilby	tito kilby	"RT @JejakImani: Sahabat Jejak Imani, Ayo jng sampai ketinggalan dapetin voucher diskon umroh lho cek disini >> https://t.co/VxbYPXP8r2 #vouâ€¦"		
ArisKansaz	Ariez kansaz	@BangJamet jual murah med midnight sale diskon 1%		
iniKartuKredit	Promo Kartu Kredit	"RT @KartuKreditBCA: LAST DAY! Dapatkan tambahan diskon 10% dgn @KartuKreditBCA di pameran Watch World Indonesia, Main Atrium Pondok Indah Mâ€¦"		
IndonesiaFlight	Indonesia Flight	Diskon tiket pesawat Air Asia hingga 100 ribu. Nikmati liburan semakin hemat dgn Indonesia Flightâ€¦ https://t.co/ftzwY7qWss		
facchan_	Zulfa Salsabila	"Yuk dilirik, lagi diskon lo :3 https://t.co/7fshXNYZmL https://t.co/XtLAKZcHAU"		
bliblidotcom	Blibli.com	Masih banyak promo lainnya seperti perlengkapan baju renang dan diskon hingga 1 jt utk pilihan gadget dan semua kategor kamera! #FJJ2016		
hallo_sumsel	hallosumsel.com	"Hallo, Para Guru Bangsa, Ada Diskon 50 Persen Paket Servis Lengkap di AHASS, Buruan Datang https://t.co/ZdrLazPIbd https://t.co/7H17u34JBY"		
Penerbit_BIP	Penerbit BIP	RT @SCOOPToday: Diskon 50% utk Ebook Dongeng Anak Favorit terbitan @Penerbit_BIP. Yuk Ayah Bunda borong di sini: https://t.co/hcNoa22Iyq #Gâ€¦		
bliblidotcom	Blibli.com	"Sedangkan utk Destination Deals - Jakarta. Diskon 10% untuk semua tiket atraksi Jakarta (Waterbom, etc.) #FJJ2016"		
misteraladinID	Mister Aladin	"Dapetin diskon buat SEMUA hotel s.d Rp200rb dengan kartu @BNI kamu! Yuk, wujudkan liburan impianmu sekarang! CEK:â€¦ https://t.co/e74jlZzMU6"		
travelounge_mag	travelounge tempo	"Travel Fair On-line Dimulai, Diskon Hingga 70 Persen https://t.co/u27a4ufKfn https://t.co/e0aaYcs5EJ"		
alan_nusapati	Alan Nusapati	RT @AdaDiskon: Best seller buku - buku Art Therapy Coloring Books diskon 20% https://t.co/COGDPGUSeE		
sandipolibag	sandi irawan	Tunjukin KTP Bandung km ke TransStudioBdng dan dapetin diskon 50%. Ayo seseruan bareng keluarga! #adv jejeradiosby		
facchan_	Zulfa Salsabila	"Aku jual sepatu, ini album diskon sampe November. Silahkan dilirik ya barangkali minat <3 https://t.co/7fshXNYZmL #jualsepatu"		
bliblidotcom	Blibli.com	Utk promo Destination Deals â€“ Bali. Diskon 20% utk Min. Pembelanjaan 2 Juta utk semua tiket atraksi & tour Bali. #FJJ2016		
Negara_Koe	Mention Dua	"Travel Fair On-line Dimulai, Diskon Hingga 70 Persen https://t.co/TfojZyujny"		
GilaPromoDotCom	GilaPromo	#diskon Air Asia Go Promo Best Hotel Sale - Diskon 60% https://t.co/VNeNSF0UcQ		
GilaPromoDotCom	GilaPromo	#diskon Air Asia Promo Santap Hemat - Beli Menu Santan Combo Meal Cuma Rp. 33.900 https://t.co/bt1tKaKnhK		
Giladiskon	Giladiskon Indonesia	#diskon #promosi Air Asia Promo Santap Hemat - Beli Menu Santan Combo Meal Cuma Rp. 33.900 https://t.co/XJSbiQ2W7j		
diskonsale	Diskon Sale	The latest Diskon Sale! https://t.co/Xwuv2ad1CM Thanks to @PriceDash @CKMPartners @airsoftgunusa #discount #libre247		
IklanBalikpapan	IG-Iklan_Balikpapan	"Paket DISKON NATAL sudah mulai, segera kunjungi MEBEL JAWA (belakang AUTO2000) 0542-731222 BB: 51DC4DF5/08125547190 https://t.co/eUFMls6IMG"		
katalogpromosi	katalogpromosi	https://t.co/zJBAS2OcKL Gaming Corner! Diskon hingga 22 juta* berlaku hanya tanggal 22-23 November 2016 https://t.co/7zrPLQdvjP		
jejeradiosby	Jeje Radio Surabaya	Tunjukin KTP Bandung km ke @TransStudioBdng dan dapetin diskon 50%. Ayo seseruan bareng keluarga! #adv		
Giladiskon	Giladiskon Indonesia	"Clearance Boom SALE Diskon hingga 75%,Info-->https://t.co/FDS8xa4MUI"		
AdaDiskon	AdaDiskon.com	Best seller buku - buku Art Therapy Coloring Books diskon 20% https://t.co/COGDPGUSeE		
DINOMARKET	DINOMARKET.com	"Jangan lewatkan ! Year End Promotion Diskon Hingga Rp4,8 Juta. Klik https://t.co/hxYBW4l7ZK #Dinomarket https://t.co/3p8JzKqSRD"		
maddoginfected	Maddog Infectedâ„¢	Dapatkan kupon diskon 20% #MADDOGINFECTED di @IcoBarbershop | Jl.Wirengan Baluwarti ( Samping Gedung Pertemuan ) https://t.co/L2OHdqFUrS		
tiket	Tiket.com	Nikmati Diskon Rp. 300.000 utk wujudkan semua bucket list destinasi luar negeri Sobat Tiket! Pesanâ€¦ https://t.co/GXYuc0pOHZ		
yes24indonesia	YES24 Indonesia	Agar aktivitas membaca nyaman dan tidak merusak ke mata? Gunakan produk import dari Korea dan ada diskon!â€¦ https://t.co/RwFKOZT9M3		
SCOOPToday	SCOOP Newsstand	Diskon 50% utk Ebook Dongeng Anak Favorit terbitan @Penerbit_BIP. Yuk Ayah Bunda borong di sini:â€¦ https://t.co/NWva1ovyoo		
detik_topi	TRUSTED SELLER	#topi #fox #import #snapback #baseball #topimurah #murmer #diskon #keren #swag #jual #bboy #selfie #ootd #styleâ€¦ https://t.co/omzOFmK7x5		
BamzNu	Bambang S	RT @RiantyBatik: Dapatkan diskon tambahan bagi member offline dengan daftar dan verifikasi di https://t.co/eBDD4s5z0C https://t.co/wR6hkZb3â€¦		
SopDurenLodaya	Sop Durian Lodaya	Kawula muda Pulau Dewata... Serbuuu !!!! #DISKON 30% spesial Pelajar dan Mahasiswa di #CabangDenpasar https://t.co/pYyS0P0ASd		
IFTFishingStore	IFT Fishing Store	"yeay.. siang angler.. kita mau mengingatkan lagi nih,, pastikan Anda mendapatkan double diskon setiap pembelian... https://t.co/LLRzbPWHeA"		
PasarMobilSolo	pasar mobil solo	Honda Beri Diskon Khusus untuk Pegawai BUMN dan PNS https://t.co/g20XDSnkvc #VivaOto		
putriidewiips	Putri Dewi	"RT @JelajahPulauID: Terbatas u/ 12 peserta saja lho! Jgn lupa, 4 peserta pendaftar pertama hari ini, 21 Nov 2016 akan ada DISKON 25% . Yukâ€¦"		
RumahGrosirBDG	Rumah Grosir Bandung	Koleksi Baju Muslim anak AINI terbaru diskon 10% cek koleksi lengkap di https://t.co/UDslcVs2Fm size: 2-12 tahun https://t.co/5XippJa509		
putriidewiips	Putri Dewi	RT @JelajahPulauID: *Kids Cooking Class for Charity* tinggal enam hari lagi! Ada *diskon* pendaftaran sebesar 25% khusus bagi 4 pendaftar pâ€¦		
katalogpromosi	katalogpromosi	EXCELSO Diskon 30%* dengan KARTU KREDIT BUKOPIN berlaku sd. 31 Januari 2017 https://t.co/hB0PlXdsmO		
kalaweit991FM	Kalaweit Radio	Khusus pengguna Honda Club Card dapatkan diskon 20% setiap pembelian di The Ego Coffee Palangkaraya (tanpa minimum pembelian)		
Anggraini_Bae	yeni yuliawati	"RT @atmprima: Cek terus @bliblidotcom setiap hari, ada promo Daily Deals diskon sampai 70%! Gampang bayar di ATM BCA #tipsPRIMA"		
PeninggiGrosir	Invite 7E8FBFE5	"PROMO BESAR PENINGGI BADAN TIENS, order yuk, invit 29A2D527 SMS 085642236122. #Tiens #Murah #promo #diskon #sragen #s ##InfoJatim #Retweet"		
Anggraini_Bae	yeni yuliawati	RT @atmprima: Flash Sale @LazadaID diskon besar-besaran untuk ratusan produk keren! Praktis lagi bayarnya di ATM BCA #tipsPRIMA		
Anggraini_Bae	yeni yuliawati	RT @atmprima: Tampil cantik dengan kartu Debit/Kredit OCBC NISP. Dapatkan diskon 30% di seluruh outlet Natasha https://t.co/MPFnl8bFvw #OCBâ€¦		
Anggraini_Bae	yeni yuliawati	RT @atmprima: Nikmati voucher diskon HEPI dari @eleveniaID setiap hari! Praktis lagi belanjanya di ATM BCA #tipsPRIMA		
Anggraini_Bae	yeni yuliawati	RT @atmprima: Tampil lebih cantik dengan kartu Debit/Kredit OCBC NISP. Dapatkan diskon hingga 30% di seluruh outlet Natasha... https://t.coâ€¦		
katalogpromosi	katalogpromosi	SUPERINDO Promo Super Diskon Senin sampai Kamis! Dapatkan diskon 20% untuk Aneka Ikan Segar. Info lengkap di https://t.co/ZctEXDACTr		
ComPhibi	Berita Terkini	Diskon Rp75.000 Pembelian Pertama di kim.Â Fashion https://t.co/pDWtW5wwSA		
dayornight53	DAYorNIGHTboutique	"DISKON MINTA AMPUN ðŸ˜±ðŸ˜±ðŸ˜±ðŸ˜±ðŸ˜±ðŸ˜±ðŸ˜±ðŸ˜± . Ocean Blue now ONLY 120.000 for size M, L, XL 130.000 for sizeâ€¦ https://t.co/jZtZBS39I0"		
restongalam	Resto Ngalam	"Semua menu baru diskon 10% di Resto Ngalam cbg Lottemart Bintaro, fX Sudirman & Pondok Indah. Berlaku setiap hari https://t.co/TpWTB9Eu7l"		
AdaDiskon	AdaDiskon.com	Shocking promo! Semua items Polo Ralph Lauren diskon! https://t.co/FVDNWRquaO		
grapesinoct	Rachma Amelia	"Diskon, Diskon (love) Gamis Ayumi Diskon 10% sd tanggal 5 Desember 2016. yuk order di Grapesâ€¦ https://t.co/tEs8L6Comx"		
asbdoang	ariareo	"Tukar diskon Wahanarupa: Tukar Poin Telkomsel, Diskon Alfamart dan Toko Onl... https://t.co/1d4SfTHwgH"		
TaufanPR	Taufan Prakoso	Buku 30 Hari Jago Jualan Promo Diskon https://t.co/DgfeXVfkxI		
TrolleyAdvisor	Trolley Advisor	RT @Indomaret: Dapatkan iKupon diskon tiap beli token PLN atau bayar iuran BPJS kesehatan di Indomaret periode November 2016. https://t.co/â€¦		
NurbaidiCullen	Nurbaidi Y Wibowo	"RT @dewahoya: Tiket coldplay uda sold semua, tinggal diskon ramayana yang abis-abis."		
honeybeib17	MakeMeSlumberParty	"RT @pegi_pegi: Traveler Asoka Remadja bagi-bagi diskon hotel, tiket pesawat & kereta api total ratusan ribu rupiah! Cek infonya di https://â€¦"		
GilaPromoDotCom	GilaPromo	#diskon Air Asia Promo Santap Hemat - Beli Menu Santan Combo Meal Cuma Rp. 33.900 https://t.co/m5B3BYPFMm		
GilaPromoDotCom	GilaPromo	#diskon Air Asia Go Promo Best Hotel Sale - Diskon 60% https://t.co/WSnAAlPZ2S		
GilaPromoDotCom	GilaPromo	#diskon Erafone Apple iPhone 5S November Deals - Harga Spesial Mulai Rp. 3.999.000 https://t.co/uhQXbtAEj4		
misteraladinID	Mister Aladin	"#FestivalJalanJalan has officially begun! Ayo, buruan cek https://t.co/g2FM2UTWcv buat dapetin diskon BESAR-BESARANâ€¦ https://t.co/lYo8nUPz5p"		
jayne_pasini	Jayne Pasini	Diskon 10 %		
RyanDarsudi	Ryan Ferdian	Maafkan mata dan hatiku yang tak pernah bisa menolak (beli) pakaian kalau ada diskon.		
dayornight53	DAYorNIGHTboutique	"DISKON MINTA AMPUN ðŸ˜±ðŸ˜±ðŸ˜±ðŸ˜±ðŸ˜±ðŸ˜±ðŸ˜±ðŸ˜± . Mysterious Black now ONLY 120.000 for size M, L, XL khusus utkâ€¦ https://t.co/7ZuKhuurMW"		
midorirest	Midori Restaurant	"Macam2 menu sushi pilihan, diskon 20% di Midori cbg Puri Kencana. Diskon berlaku setiap hari https://t.co/1OYrCRPv1X"		
Idcloudhostcom	IDCloudHost	Diskon 30% pembelian Hosting di IDCloudHost Stock Terbatas - Promo Hingga 30 November 2016 https://t.co/0DWHClNQRj https://t.co/ZpYmTwy8K3		
GATRA_News	GATRAnews	"https://t.co/8JJLA2vPtD Program Service Dari Tata Motors, Ada Diskon Oli Dan Hadiah"		
VionaRachellia	Viona Rachellia	Honda Beri Diskon Khusus untuk Pegawai BUMN dan PNS: Hanya berlaku untuk pembelian motor jenis Vario dan CB150R. https://t.co/yfkEdpCLYz		
AsokaRemadja	Asoka Remadja	"RT @pegi_pegi: Traveler Asoka Remadja bagi-bagi diskon hotel, tiket pesawat & kereta api total ratusan ribu rupiah! Cek infonya di https://â€¦"		
eurusdtrader_	eurusd trader	"Lagu KPOP, Pria Todongkan Pistol ke Barista, Demi Diskon Rp10 Ribu untuk Kopi https://t.co/HAG89ylkQp"		
Salwa0103	Bundanya.Salwa.Azzam	RT @DOKUid: Akhir buulan tetep bisa gaya pake jam tangan baru kalau belinya di Moment. Ada DISKON 60% buat kamu! https://t.co/BDh4cizmJI htâ€¦		
BETAHOLIDAY	Tiket & Hotel	Lebih MURAH 262.000 dari Traveloka #serbapromosi #infosurabaya #tiket #diskon #bandung #garuda #kompastv #lionair https://t.co/tweIoNo735		
burupromo	Buru Promo	Dapatkan Diskon 30% Makan di COCA SUKI https://t.co/QIflMMeQbV		
hunsoo_fangirl	Nanda Chintiaâ„ï¸	Gaboleh kalap belanja Tapi.... Diskon 2 Ini... (at @uniqlo_jp) â€” https://t.co/A7IbAMA40O		
vousmoveyes	-	"Pria Todongkan Pistol ke Barista, Demi Diskon Rp10 Ribu untuk Kopi https://t.co/MDEOdrLHtI"		
WDZG	WADEZIG!â„¢	"Yang mau diskon, yuk gabung jadi #WadezigCrowd dan dpt member card + Disc All Items u/ pembelanjaan di @WDZG https://t.co/B5kCnzDUrD."		
travelioid	Travelio.com	#SewaVilla luxury ini di #Yogyakarta DISKON 30% dgn kode voucher LIODEALS4NOV16 KLIK >https://t.co/HQHkpSAWSq https://t.co/eezmzH1hrV		
KulinerPonorogo	Kuliner	"Pria Todongkan Pistol ke Barista, Demi Diskon Rp10 Ribu untuk Kopi https://t.co/6gJqRcnXU1 #kuliner"		
GilaPromoDotCom	GilaPromo	#diskon Air Asia Promo Santap Hemat - Beli Menu Santan Combo Meal Cuma Rp. 33.900 https://t.co/4YEkXUQ9ud		
GilaPromoDotCom	GilaPromo	#diskon Air Asia Go Promo Best Hotel Sale - Diskon 60% https://t.co/Dh28LGiFva		
vousmoveyes	-	"Pria Todongkan Pistol ke Barista, Demi Diskon Rp10 Ribu untuk Kopi https://t.co/ewYeiYqhzl"		
al_iffa	Nurul Al' iffaâ™ªâ™«	"RT @DINOMARKET: Hasilkan foto indahmu dgn Olympus Camera. Sale Diskon Hingga 2,1 Juta. Klik https://t.co/u5V5JvQ6AY #Dinomarket https://t.câ€¦"		
ipyadct	ipy	iseng nyoba grab yg diskon 70% mau jalan ajaa~ abis gabut bgt hari ini njir dikampus eh ternyata murah banget!! ðŸ˜‚ðŸ˜„		
GilaPromoDotCom	GilaPromo	#diskon Erafone Apple iPhone 5S November Deals - Harga Spesial Mulai Rp. 3.999.000 https://t.co/Hqy906Se4T		
erheteaI	ETHAN.	@aIethiea Iya terus cari yg diskon kan.		
BiGTiVi	BIGTV Indonesia	"Pastikan BiGMate menikmati kenyamanan menginap di Zia Hotel. Dapatkan diskon hingga 51%, klik :â€¦ https://t.co/61Q2GVe550"		
RiantyBatik	Rianty Batik	Dapatkan diskon tambahan bagi member offline dengan daftar dan verifikasi di https://t.co/eBDD4s5z0C https://t.co/wR6hkZb3b0		
tinggibdnalami	Peninggi Badan Alami	"24JAM_Iklan PENINGGI BADAN alami, herbal, tanpa efek samping. dapatkan diskon khususnya. 2-5 cm dalam 10 hari WA:081322071239 PIN:2215F955"		
JaLdeee	Umroh @Jejakimani	"RT @JejakImani: Sahabat Jejak Imani, Ayo jng sampai ketinggalan dapetin voucher diskon umroh lho cek disini >> https://t.co/VxbYPXP8r2 #vouâ€¦"		
JejakImani	Umroh & IslamicTours	"Sahabat Jejak Imani, Ayo jng sampai ketinggalan dapetin voucher diskon umroh lho cek disini >>â€¦ https://t.co/YN1YSxeu1B"		
sportdeca	Sportdeca.com	"Untuk pelanggan setia sepatu Peak, nikmati diskon sampai dengan 40% off untuk tipe sepatu tertentu. Beli sekarang:â€¦ https://t.co/3jky4ywtMY"		
kotadotcom	Kota Dot Com	SUPERINDO Promo Super Diskon Senin sampai Kamis! Dapatkan diskon 20% untuk Aneka Ikan ... - https://t.co/iWo7UNbYkK https://t.co/QT5rBQtRGB		
bec_bintaro	BEC BINTARO	"Dapatkan DISKON SETIAP HARI di ""BEST PONGS"" lantai dasar Bintaro Entertainment Center Mall https://t.co/8NKVb3H7IP"		
rumahmadani	Rumah Madani	"Diskon 10% NB-NRC04AS Rp. 165.000,- Jadi Rp. 148.500,- Rp. 175.000,- Jadi Rp. 157.500,- (XXL) Tersedia size - S M... https://t.co/3g9QMygy57"		
SnowBayID	SNOWBAY TMII	Dapatkan diskon buy 1 get 1 free untuk setiap pembelian tiket snowbay menggunakan debit dan kartu kredit BRI! https://t.co/CB4et7Lb70		
pegi_pegi	pegipegi	"Ada diskon hotel Rp 50.000 tanpa min transaksi, khusus untuk followers baru account LINE pegipegi! Yuk add sekarangâ€¦ https://t.co/7VZDTiRJOe"		
MNCupdate	MNC Update	"Ada DISKON s.d 30% buat SEMUA hotel di tgl 22, 24 & 26 Nov setiap jam 3-4 sore WIB! CEK https://t.co/hqyt3nYClF yukâ€¦ https://t.co/Fmi0Jt6VHp"		
DINOMARKET	DINOMARKET.com	"Hasilkan foto indahmu dgn Olympus Camera. Sale Diskon Hingga 2,1 Juta. Klik https://t.co/u5V5JvQ6AY #Dinomarket https://t.co/xUtnUJvZGw"		
cessitaputri	Cessi	"@Uber_IDN Hi Uber, tadi ada notif kalo saya dapet promo mingguan diskon 50%. Tapi pas di-apply kok nggak bisa ya? https://t.co/3MI86UiwPu"		
RaizMakmur	Raiz Makmur	"#BreakingNews Pria Todongkan Pistol ke Barista, Demi Diskon Rp10 Ribu untuk Kopi https://t.co/QQUw9geWrz"		
ghafaraATBON	Ghafara Adriant	Incer lagi adidas running diskon ðŸ˜­ðŸ˜­ðŸ˜­		
kemrondallasrp	kemron	yang kepo yang kepo mas mbak https://t.co/t1ETT38nhw diskon 50%		
GontaGantiHaPe	(Aa)Gogon Snapdragon	"Diskon kamera, sampai akhir November di @bliblidotcom https://t.co/h61EySMFog https://t.co/mR9n691ySF"		
Archie__8	Archie	@raincotte ehh kok sama yah.. Diskon tapi porsinya berkurang juga kalo pake kupon2an itu		
SobatDewi88	Dewi	Pakaian Anak Laki-laki Merek Crocodile Lagi Diskon 50 Persen di Matahari Solo Square https://t.co/a1FLkEwKJa https://t.co/h7yzertYdb		
official_josua	Josua Manurung	"Pria Todongkan Pistol ke Barista, Demi Diskon Rp10 Ribu untuk Kopi https://t.co/66CfEE922U"		
MentawaiIsland	Mentawai Island	"#BreakingNews Pria Todongkan Pistol ke Barista, Demi Diskon Rp10 Ribu untuk Kopi https://t.co/hdGOBSgdBY #followMe"		
VaganzaHollic	Diandra Venus	"Pria Todongkan Pistol ke Barista, Demi Diskon Rp10 Ribu untuk Kopi https://t.co/koIf4IF4Uk #NewsUpdate"		
ABW_018	ã‚¹ãƒªã€€ãƒªãƒ³ã‚¿ãƒ³ã€€a.k.a å…ƒæ°—	"nonton semua film ada 14 film, diskon 1 film jadi 15 bisa dapet bonusan apalagi?"		
Irenewdytm	I R E N E	Ci ai rinnai diskon? [pic] â€” https://t.co/u8VRvIPZYm		
Tribun_Solo	TribunSolo	Pakaian Anak Laki-laki Merek Crocodile Lagi Diskon 50 Persen di Matahari Solo Square https://t.co/BcZtuzfhne		
Talalalili	Tralalalili	@CIMBNiaga promo belanja diskon 30rb di bukalapak kenapa tidak ada diskonnya ? padahal saya udh pantengin dari jam 10 sampai saat ini !!!		
infoPLK	INFO PALANGKA RAYA	20 November 2016 kemarin adalah Hari Pohon Nasional. Dapatkan diskon 20 persen all menu khâ€¦ https://t.co/lqopAqXU6E https://t.co/7e8xoeSUk1		
GigehJ	Gigeh Jakarta	"Pria Todongkan Pistol ke Barista, Demi Diskon Rp10 Ribu untuk Kopi https://t.co/2M7KQ5Qm2t https://t.co/0MZqrLwsQq"		
PurwaniRanii	Ranny	"BLACKBERRY 9360 APOLLO gsm Diskon hanya Rp 698.600, lihat gambar klik https://t.co/olwD6fpatE https://t.co/urAaQ6jL4B"		
yoginovaro	Yogi Novaro	"Pria Todongkan Pistol ke Barista, Demi Diskon Rp10 Ribu untuk Kopi https://t.co/kkWDfb2J1N https://t.co/d5xPpUgJ3v"		
pms_tourtravel	PMS Tour Travel	Selamat siang dan selamat beraktifitas ... ðŸ˜ŠðŸ™ŒðŸ™ŒðŸ˜„ PROMO TIKET GARUDA HADIR KEMBALI ðŸ˜±ðŸ™ŒðŸ™Œ diskonâ€¦ https://t.co/edwtJ7JHUC		
kartudanamon	Kartu Danamon	Mau Lihat Promo Kartu Danamon Dine For Free Diskon 50% dll scr lengkap di Bulan ini klik :https://t.co/qXzwWqlcFA		
JrSimpati	Jeffrey Rawis GPPMP	Wuauw !!! Ada diskon produk kesehatan hingga 20 persen di MatahariMall --- https://t.co/BteuZVU8vD		
ourgoodspirits	Dika Amfa	Tips belanja hemat ala mba @shintaries https://t.co/1Rd9PP3M2P		
musickopi	Musikopi	"Pria Todongkan Pistol ke Barista, Demi Diskon Rp10 Ribu untuk Kopi https://t.co/HsDb0Tu3Wk #infokopi #musikopi"		
si_ndoel	Bocah Bangor	"Pria Todongkan Pistol ke Barista, Demi Diskon Rp10 Ribu untuk Kopi https://t.co/w4cvFZrEjJ #Lifestyle"		
pcy_exxo	C H A N Y E O L	"okezonenews: Pria Todongkan Pistol ke Barista, Demi Diskon Rp10 Ribu untuk Kopi https://t.co/5FD3uboFxH https://t.co/gKZKkv7YQC"		
indberitanews	indoberitanews	"okezonenews : Pria Todongkan Pistol ke Barista, Demi Diskon Rp10 Ribu untuk Kopi â€¦ https://t.co/NI0ptE5sGd) https://t.co/p4BsJH0yf1"		
travelogers	Travelogers	"Pria Todongkan Pistol ke Barista, Demi Diskon Rp10 Ribu untuk Kopi https://t.co/rqUL8TOxNf"		
BisnisTerdepan	Bisnisterdepan	Bisnis smart Oriflame hnya Rp.19.900 FREE katalog! diskon all produk 30% | @EnyRochayati pin:551AF270 https://t.co/MGdcAC5ev6 ;		
profiklan	IG: Profiklancom	Bisnis smart Oriflame hnya Rp.19.900 FREE katalog! diskon all produk 30% | @EnyRochayati pin:551AF270 https://t.co/2IMgrBb3Pa ;		
iklansuperUKM_	Iklan Super UKM	Bisnis smart Oriflame hnya Rp.19.900 FREE katalog! diskon all produk 30% | @EnyRochayati pin:551AF270 https://t.co/JZkGKKCtaX ;		
gudangUKM	gudangUKM	Bisnis smart Oriflame hnya Rp.19.900 FREE katalog! diskon all produk 30% | @EnyRochayati pin:551AF270 https://t.co/8KmZFm9Ych ;		
ahlipromo	Ahli Promo	Bisnis smart Oriflame hnya Rp.19.900 FREE katalog! diskon all produk 30% | @EnyRochayati pin:551AF270 https://t.co/WOP8JJPSGc ;		
deeaspa	Ditha A Sudarto	eleo PROTECTING OIL (Harga DISKON Nov 2016: 139.000; order: via DM/PinBB:5E925D1D) https://t.co/rQOsu0ZpbX		
katalogpromosi	katalogpromosi	https://t.co/K6TOBCX6CX Promo LAUNCHING MDS STORE! Dapatkan Diskon hingga Rp. 200.000 https://t.co/kySbGiMdzC		
intipPKU	Pekanbaru	RT @Citilink: Terbang #SuperHemat ke Pekanbaru mulai 300 ribuan + diskon 10%. Klik https://t.co/K6tddFXpcO https://t.co/wRd57l24Ys		
daftarUKM	daftarUKM	Bisnis smart Oriflame hnya Rp.19.900 FREE katalog! diskon all produk 30% | @EnyRochayati pin:551AF270 https://t.co/NxRWWKym45 ;		
LyaVartan	Lya Barlevt Vartan	klo g krn mba dini gw g akan tau klo bayar gojek pake top up bisa kena diskon. yuhu...		
beritik	Beritik	"#Berita: Pria Todongkan Pistol ke Barista, Demi Diskon Rp10 Ribu untuk Kopi https://t.co/75KbD3sgJu"		
deeaspa	Ditha A Sudarto	eleo HAIR MASK (Harga DISKON Nov 2016: 169.000; order: via DM/PinBB:5E925D1D) https://t.co/GOznZ2xYQq		
FajarBaskoro13	FajarBass	"RT @okezonenews: Pria Todongkan Pistol ke Barista, Demi Diskon Rp10 Ribu untuk Kopi https://t.co/UhU4UzqDbN https://t.co/4YV0Ae0hkM"		
EdoFranciscus	Chelsea Loyal	"@ilmaaWS iya dah iya, cewe mah gitu sih. Ngeliat tas warna biru diskon 79% jg jadinya ijo tuh warna"		
anita_suka	@anita_suka	"okezonenews: Pria Todongkan Pistol ke Barista, Demi Diskon Rp10 Ribu untuk Kopi https://t.co/zjLG26yn4n https://t.co/Sn54agcbR0"		
deeaspa	Ditha A Sudarto	eleo SHAMPOO (Harga DISKON Nov 2016: 139.000; order: via DM/PinBB:5E925D1D) https://t.co/50Voa5mgV4		
okezonenews	Okezone	"Pria Todongkan Pistol ke Barista, Demi Diskon Rp10 Ribu untuk Kopi https://t.co/UhU4UzqDbN https://t.co/4YV0Ae0hkM"		
BambangTrif	Bambang	"Di mall * mbak ini diskon 50% jadi berapa? | separoh harga mas | separoh hati aja deh mbak | ""..."" #jombloparah"		
deeaspa	Ditha A Sudarto	eleo CONDITIONER (Harga DISKON Nov 2016: 139.000; order: via DM/PinBB:5E925D1D) https://t.co/7o2CkEViuN		
ttaqin13	Zenal Muttaqin	RT @kdri: DISKON 20% [KDRI] NEW HELLOFEST GOLD Available Size: S M L XL XXL Order: https://t.co/M2R4uf2bk0 SMS/WA: 0878 8603 5125 https://â€¦		
DISKONBATIK	DISKON BATIK	RT @GrabHotel: Sajian Kuliner Terbaik di #batam #enjoy #diskon via AGODA klik disini untuk pilihan paket hemat : https://t.co/xwpK0q2Fjp htâ€¦		
ttaqin13	Zenal Muttaqin	RT @kdri: DISKON UP TO 40% !! Hari ini terakhir .. Segera miliki kaos HelloFest favorit kamu ðŸ˜‡ https://t.co/OIAIRrkoWB		
ttaqin13	Zenal Muttaqin	RT @kdri: DISKON 40% [KDRI] ANIMA EXPO Available Size: XS S XL XXL Order : https://t.co/D5lT982h2K SMS/WA: 0878 8603 5125 https://t.co/Shxâ€¦		
papaAntar	Papa Antar	"#infoKuliner Pria Todongkan Pistol ke Barista, Demi Diskon Rp10 Ribu untuk Kopi https://t.co/gkvB2aRTDo"		
