id	username	name	created_at	lat	long	status	ya/tidak	kategori
8.01E+17	richard19stefan	Stefan	########	null	null	"@Uber_IDN halo uber, sy mau tanya.. knp kode promo diskon 15rb sy tdk bisa di aktifkan ? Mohon respondnya segera. Thx !"	tidak	
8.01E+17	taniamonicaa	tania monica	########	null	null	RT @legreenhotel: Booking hari ini di seluruh #legreenhotel Jakarta diskon 30% tanpa syarat | Grab it fast..https://t.co/jYg2OLvlOP https:â€¦	ya	wisata
8.01E+17	GramediaCirebon	Gramedia Grage Mall	########	null	null	Hai grameds..ðŸ™Œ Libur T'lah tibaa !! yuk ke Gramedia Grage Mall Cirebon. ðŸƒðŸƒðŸƒðŸƒ Promo Diskonâ€¦ https://t.co/mbxokkwOws	ya	buku
8.01E+17	GilaPromoDotCom	GilaPromo	########	null	null	#diskon Wendys Restaurant Super Deal - Diskon Heboh 50% https://t.co/TFvDIbmoGn	ya	kuliner
8.01E+17	GilaPromoDotCom	GilaPromo	########	null	null	#diskon Air Asia Promo Festival Jalan-Jalan - Terbang Mulai Rp. 389.000 https://t.co/mI0mUXmzuM	ya	wisata
8.01E+17	GilaPromoDotCom	GilaPromo	########	null	null	#diskon Papa Rons Monday Best Offer - Beli 1 Gratis 1 https://t.co/CnDL0EiDDO	ya	kuliner
8.01E+17	GilaPromoDotCom	GilaPromo	########	null	null	#diskon PHD Pizza Super Monday Madness - Beli 1 Gratis 1 Pizza Classic https://t.co/vB1yIVtrip	ya	kuliner
8.01E+17	kartudanamon	Kartu Danamon	########	null	null	Diskon 25% Minuman dgn @kartudanamon di Mom Milk Palmerah s/d 31-Mar-17 info 1 500 090.SKB	ya	kuliner
8.01E+17	ComPhibi	Berita Terkini	########	null	null	Ratusan Brand Favorit di Matahari Dept. Store Diskon HinggaÂ 50%+30% https://t.co/DYaCKJ1FMt	ya	lain-lain
8.01E+17	DokterHerbalOL	DOKTER HERBAL ONLINE	########	null	null	"Untuk konsumen kami silahkan add line official kami dgn id ""@ dokterherbal"" (Pake @ tanpa spasi) yg order via line official kami diskon 20%."	ya	lain-lain
8.01E+17	pienappy	PieNappy	########	null	null	"yok yg minat monggo komen dibawah gambar atau pm. ini labella stok baru lhoo jd ga ada diskon yah, boleh diskon... https://t.co/e42jDoTRbj"	tidak	
8.01E+17	feraika_	feraikaa	########	null	null	"Untuk para Guru & Dosen dimanapun Anda berada, serviskan motor Anda di Bengkel Resmi Honda(AHASS) & dapatkan diskonâ€¦ https://t.co/5Ax9wBX2Iq"	ya	otomotif
8.01E+17	ADIPP31	Adi Pratama Putra	########	null	null	Knp diskon promo saya ga bisa di aktif kan ya @Uber_IDN ?mohon penjelasannya https://t.co/P9VFfnNR7M	tidak	
8.01E+17	momnjospa	MOM N JO	########	null	null	RT @BiGTiVi: Pengen perawatan bayi yang fun dan menyenangkan? Yuk datang @momnjospa .. Ada diskon 10%* nih buat BiGMate. Klik : https://t.câ€¦	ya	lain-lain
8.01E+17	XLSoMeBDG	XL So Me Bandung	########	null	null	"Nikmati promo diskon 20% ini hingga 31 Desember 2016, guys. Info lengkap klik https://t.co/Ro86XBwf0v https://t.co/AHUUM8xfTV"	ya	lain-lain
8.01E+17	misteraladinID	Mister Aladin	########	null	null	Diskon hotel s.d 50% cuma di jam 3-4 sore WIB dari tanggal 21-27 Nov. Jangan ketinggalan! Cekâ€¦ https://t.co/yaHSxft9xP	ya	wisata
8.01E+17	Giladiskon	Giladiskon Indonesia	########	null	null	"Revolusi berlanjut! Lazada Online Revolution, Traveloka diskon 72%, The Body Shop di... - https://t.co/YEtEYjjhzc"	ya	lain-lain
8.01E+17	katalogpromosi	katalogpromosi	########	null	null	SUPERINDO Promo Super Diskon Senin sampai Kamis! Dapatkan diskon 20% untuk Aneka Ikan Segar.â€¦ https://t.co/J7GmWXeA6m	ya	lain-lain
8.01E+17	Hondavipcard	Honda VIP Card	########	null	null	Dapatkan diskon 10% untuk setiap transaksi di 10 outlet Gado-gado Boplo. Info https://t.co/rwXlp37F3k @WahanaHonda https://t.co/QGhcERE4Tl	ya	fashion
8.01E+17	AyuTasia_	Ayu Anastasia	########	null	null	Nikmati Promo of The Week booking hotel murah di Indonesia diskon s.d 67% https://t.co/6pjtSxQcgS #PromoHotel #HotelMurah #Liburan #Hotel	ya	wisata
8.01E+17	dinimudrika	Dini Mudrika	########	null	null	@AulDini @LeoSimorangkir diskon utk siapo? Utk kau ul? Sejak kapan kau mesti bayar kalo ambo yg pegang?	tidak	
8.01E+17	katalogpromosi	katalogpromosi	########	null	null	https://t.co/TS0hYYDegG Promo Diskon hingga Rp 200.000 dengan Kartu Kredit BCA sd. 12 Desember 2016â€¦ https://t.co/GM58mj3nni	ya	lain-lain
8.01E+17	orami_id	Orami Indonesia	########	null	null	Nikmati diskon 30% untuk semua produk favorit* dengan menggunakan kode voucher HEBOH30! *S&K berlaku https://t.co/dxIkpNiM8I	ya	lain-lain
8.01E+17	AulDini	DiniAulia	########	null	null	@dinimudrika @LeoSimorangkir wokeehh.. etapi emang lagi diskon yoh? waahh.. kebetulan sepupu amb nak nikah. ahahhaa X'))	tidak	
8.01E+17	urcafiene	ðŸ¥	########	null	null	@failyein @gfrensnb @hanrassi @jsjorc @SK_Yeeun98 @twicdhyun_ @uzzuSeolaa mau beli ga sist? Dikasih diskon spesial nich	tidak	
8.01E+17	pegi_pegi	pegipegi	########	null	null	Bikin libur Natal & Tahun Baru kamu makin murah dengan kk & debit online Mandiri! Ada diskon ratusan ribu rupiah diâ€¦ https://t.co/i8SMZYNV7R	ya	wisata
8.01E+17	Mufarida6	Mufarida	########	null	null	"Love nature Aloe Vera cocok untuk cwo cwe hrga jg terjangkau diskon hingga -30% ,info order dan member pin 7f76b84â€¦ https://t.co/aWhNzeBykX"	ya	kecantikan
8.01E+17	GilaPromoDotCom	GilaPromo	########	null	null	#diskon Vinoti Living Early Holiday Shopping Promo - Diskon 50% https://t.co/extNhKjaZS	ya	rumah tangga
8.01E+17	GilaPromoDotCom	GilaPromo	########	null	null	#diskon Air Asia Promo Festival Jalan-Jalan - Terbang Mulai Rp. 389.000 https://t.co/a7OeXOByAG	ya	wisata
8.01E+17	GilaPromoDotCom	GilaPromo	########	null	null	#diskon PHD Pizza Super Monday Madness - Beli 1 Gratis 1 Pizza Classic https://t.co/f5SW0dfR1E	ya	kuliner
8.01E+17	GilaPromoDotCom	GilaPromo	########	null	null	#diskon Papa Rons Monday Best Offer - Beli 1 Gratis 1 https://t.co/2FqsQJDFBj	ya	kuliner
8.01E+17	rumahmadani	Rumah Madani	########	null	null	"Diskon 10% - AN-AG06 Merah Cabe Dari Harga Rp. 157.000,- Jadi Rp. 147.300,- saja ^_^ Gamis cantik Alnita dengan... https://t.co/LHI5HEnr4l"	ya	fashion
8.01E+17	bukabuku	BukaBuku.COM	########	null	null	#Serendipity >> https://t.co/Uxvl7h9vQI Edisi Non TTD Diskon 20% karya @eriscariani @penerbitinari https://t.co/nYl6Vhx1so	ya	buku
8.01E+17	DINOMARKET	DINOMARKET.com	########	null	null	Nikmati alunan musikmu dgn Headphone Bose Collection.Diskon Hingga Rp900 Ribu. Klik https://t.co/GmKnKSdZkDâ€¦ https://t.co/HV2QEGeF0a	ya	elektronik
8.01E+17	katalogpromosi	katalogpromosi	########	null	null	https://t.co/TS0hYYDegG Promo Diskon hingga Rp 200.000 dengan Kartu Kredit BCA sd. 12 Desember 2016 https://t.co/0yeCHRgoTX	ya	lain-lain
8.01E+17	MeikiTasUnik	Kreasi Unik & Etnik	########	null	null	https://t.co/J8OwY8e3ia	tidak	
8.01E+17	modar_ko	mas	########	null	null	RT @icha__chachavl: ada ya orng yg udahh d ksh promo mshh bisa mnta diskon? ada banyak dan org kek gtutuhh ngeselinnya parah . banyak ngomoâ€¦	tidak	
8.01E+17	UKMKlaten	UKM Klaten	########	null	null	"Grosir Baju Renang Anak & Bayi #BRANDED Murah,klik https://t.co/MdsxvMbMDf HARGA MULAI 40ribuan DISKON hingga 20% Sâ€¦ https://t.co/LiaTQ2f720"	ya	fashion
8.01E+17	AulDini	DiniAulia	########	null	null	@dinimudrika @LeoSimorangkir dak inget. amb cuma ngeh pas disebut mamameme diskon 10%	tidak	
8.01E+17	LinggaShakti	Lingga Right	########	null	null	"@optikseis pembelian tunai, apakah ada diskon?"	tidak	
8.01E+17	dinimudrika	Dini Mudrika	########	null	null	"@AulDini @LeoSimorangkir bang leo mau diskon? Esalah, mau nikah? Sama siapa? Sama tiang listrik? ðŸ˜‚"	tidak	
8.01E+17	gzta	"GESTA DINIARTI, S.E"	########	null	null	Masa-masa dimana baca kata 'Diskon/Promo' bikin gelagepan kepengen tp ternyata.....	tidak	
8.01E+17	ayooklikdotcom	ayooklik.com	########	null	null	" Promo Jual Rugi Otterbox Otterbox symmetry series iphone 6, diskon 19% loh * berlaku ðŸ•› 12.00 - 13.00 * hanya 15â€¦ https://t.co/o6SWJ4Rfgf"	ya	elektronik
8.01E+17	AulDini	DiniAulia	########	null	null	"@LeoSimorangkir @dinimudrika kamu kalo mau nikah, itu usaha nya DinMud lagi kasih diskon noh."	tidak	
8.01E+17	LeoSimorangkir	LS	########	null	null	@AulDini @dinimudrika oooh... Hantu diskon !! Hih !! Malu2in !! ....dimana sik ?!! :p	tidak	
8.01E+17	Giladiskon	Giladiskon Indonesia	########	null	null	"Smartphone & Gadget Super SALE, Diskon hingga 50%,Info--> https://t.co/5yR0OKof7S"	ya	elektronik
8.01E+17	kulinaID	Kulina	########	null	null	November Hujan Diskon Rp 75rb u/ semua menu di #Kulina | Cuma sampai hari ini. Buruan! #diskon #catering #Jakartaâ€¦ https://t.co/aHtCGkgLNx	ya	kuliner
8.01E+17	lazypotatou	super sambal wannabe	########	null	null	@unrobotic IYALAH pake go-pay pula jadi diskon 40% all hail diskonan.	tidak	
8.01E+17	tokocamzone	Tokocamzone	########	null	null	PROMO TOKOCAMZONE CAB. BEC BANDUNG!!! Dapatkan Diskon Rp 100.000 Setiap Pembelian Mirrorless Sony beserta Adapter!â€¦ https://t.co/iXJD0SQMy5	ya	elektronik
8.01E+17	AulDini	DiniAulia	########	null	null	always proud to be ur friend. pagi ini di mobil dengerin mamameme ngasih diskon 10% dari radio. ihiy~ https://t.co/Uu1mzfyYtV	tidak	
8.01E+17	binusiancard	BINUSIAN Card	########	null	null	"HI BINUSIAN, hanya dengan menunjukkan BINUSIAN Card Flazz kamu bisa mendapatkan diskon 43% di @SnowBayID https://t.co/j4ey5aJCpX"	ya	lain-lain
8.01E+17	namjsoul	joo	########	null	null	sale=diskon https://t.co/fcqd5W2Uud	tidak	
8.01E+17	AlmaPutri55	almaputri	########	null	null	@elzattahijab di purwakarta kok ada diskon kak?	tidak	
8.01E+17	Ms_Rheia	Rheia Leanore. A	########	null	null	@pIincesrl HecateUks itu udh diskon msih minta beliin..ðŸ˜…	tidak	
8.01E+17	riza_fun	Mandanya Nizam H	########	null	null	"BISMILLAH,, HARGA BARU UNTUK RESELLER Handsock HARGA ECER 20.000 1 Lusin diskon 20% (16000) 1 Kodi diskon 25%... https://t.co/nMMzcRlCBq"	ya	fashion
8.01E+17	kartudanamon	Kartu Danamon	########	null	null	Diskon 15% untuk all item dgn @kartudanamon di Bateeq Trans Studio Mall s/d 31-Jan-17 info 1 500 090.SKB	ya	lain-lain
8.01E+17	Muliabantul	MULIA TOSERBA BANTUL	########	null	null	Dapatkan diskon dan hadiah menarik dalam pembelian susu di konter susu Mulia Toserba Bantul	ya	kuliner
8.01E+17	IrvanNandang	IG : nandang_irpan	########	null	null	RT @alfacartID: Hari Senin Waktu Belanja Pakai @KartuKreditBCA Dapat DISKON 15% Ketik Kode Voucher BCACART15 .Check >> https://t.co/X0shfZ7â€¦	ya	lain-lain
8.01E+17	shownuish	onu	########	null	null	@yoonaaish kalau beli 10 +1 terus diskon 1%	tidak	
8.01E+17	Talalalili	Tralalalili	########	null	null	@Bukalapak_Care promo cimb niaga diskon 30rb kok belum bisa yah ?? padahal pembelian lebih dari 100rb dan mencoba metode pembayan cimb niaga	tidak	
8.01E+17	efviel	efviel	########	null	null	Belanja online #murah #diskon aman dan terpercaya check it now https://t.co/PzkY7NqOtE ##diskon #ollshop #shoping	tidak	
8.01E+17	katalogpromosi	katalogpromosi	########	null	null	SUZUYA SUPERSTORE PROMO GEBYAR ANNIVERSARY Diskon hingga 50% https://t.co/dWnM2BxuSK	ya	lain-lain
8.01E+17	katalogpromosi	katalogpromosi	########	null	null	https://t.co/oRwAGToHp5 Promo Extra Diskon Rp 50.000 untuk Pembayaran Menggunakan KREDIVO https://t.co/LE6jWwVGBn	ya	lain-lain
8.01E+17	ShoesCleanMKS	IG: ShoesCleanMks	########	null	null	Promo diskon 50.000 is back ! â€¢ Minimal membawa 3 pasang di seluruh outlet @shoescleanmks danâ€¦ https://t.co/qw7K9O589T	ya	fashion
8.01E+17	iradioBJM	90.1 FM iradio BJM	########	null	null	"I-Listeners, yuk mampir ke @novotelbanjar ada diskon 20% untuk Spa Nanang&Galuh. info lebih lanjut lihat dibwh iniâ€¦ https://t.co/h4anjp4Yg5"	ya	kecantikan
8.01E+17	viitaeh_	Mphii	########	null	null	@Hollyswgar diskon ea lah diskon	tidak	
8.01E+17	DiskonPlus	Exclusive Card	########	null	null	dapatkan diskon 10% di #seaworld #ancol #jakarta #indonesia dengan menggunakan FlipFLop Exclusive card https://t.co/PO57jcvTNU	ya	wisata
8.01E+17	misteraladinID	Mister Aladin	########	null	null	"Diskon hotel s.d 50%, cashback s.d Rp1JT & potongan s.d Rp500rb tiket pesawat s.d 27 Nov. CEKâ€¦ https://t.co/eiVzV1FXtm"	ya	wisata
8.01E+17	ryuvelis	yuziâ­	########	null	null	@kteviyung sedia jasa bapak penghulu kok murah diskon besok mau masalan	tidak	
8.01E+17	rika_iika	Rika Siti Sya'adah	########	null	null	sophie diskon 80% Tuhan tolong lindungi aku dari godaan diskon yg terkutuk. Harus nabung buat hedon di februari ðŸ˜©	tidak	
8.01E+17	gmyesaya	Yesaya A Silalahi	########	null	null	diskon belanja di https://t.co/JraeF6Ymxv dg menggunakan kode voucher:ZBAPZG47 #fashion #diskon #voucher #belanja	ya	lain-lain
8.01E+17	GreenNitrogen	Green Nitrogen	########	null	null	Mau dpt diskon 50% untuk isi baru 2 ban motor atau 4 ban mobil sekaligus? Unduh aja vouchernya. GRATIS kok!â€¦ https://t.co/LIriv4pGfl	ya	otomotif
8.01E+17	mooienterprise	Mooi Net	########	null	null	Jual voucher game online / kode Google Play. Diskon murah. Gamers only. BBM 74843A66.	tidak	
8.01E+17	kartudanamon	Kartu Danamon	########	null	null	Diskon 30% Makanan dgn @kartudanamon di D'Nine Steak JL Arif Rahman Hakim s/d 31-Dec-16 info 1 500 090.SKB	ya	kuliner
8.01E+17	katalogpromosi	katalogpromosi	########	null	null	WATCH WORLD Plaza Senayan GRAND Opening Promo Diskon hingga 50% + cicilan 0% hingga 12 bln dgn Kartu Kredit MANDIRI https://t.co/tU6Ecpgcsi	ya	lain-lain
8.01E+17	susupeninggibdn	Peninggi Badan Alami	########	null	null	Boss_Iklan #PENINGGIBADANALAMI #NHCP #ZINC pertumbuhan keatas. dapatkan diskon khusus 082121708858 / 2215F955	ya	kecantikan
8.01E+17	asfiaz23	A's Fiaz	########	null	null	"RT @imamdarto: Yooottt, semuanya naik UBERMOTOR yuukksss, minggu ini lagi diskon 50% pake kode promo JKTMOTOSEP19 muraaah banget!"	ya	lain-lain
8.01E+17	ACMI1899	AC Milan Indonesia	########	null	null	"âš½ FANS BERAT MILAN harus punya dua produk terbaru MILAN ini DISKON bagi yang ikut PREORDER ini up to 33%, jangan... https://t.co/pmJwNxmRCf"	ya	lain-lain
8.01E+17	iradiobdg	iradiofm bandung	########	null	null	"Popok Bayi Fitti 2,5kali lebih kering | diskon hingga 70% di https://t.co/Jq5xB7l5Y5 mulai tgl 11Nov'16. Info: Join Facebook Fitti Indonesia"	ya	lain-lain
8.01E+17	kopirelo	IG : kopirelo	########	null	null	Belanja Kopirelo Coffee di @tokopedia dan dapatkan diskon 10% all items! Kapan lagi? https://t.co/3OK4pn62a4 https://t.co/OFIDKfCAAY	ya	kuliner
8.01E+17	tiket	Tiket.com	########	null	null	Kalau 1 malam diskon Rp. 100.000. 3 malam diskon jadi Rp. 300.000. Menginap di kota pilihan lebih hematâ€¦ https://t.co/7AzdsYOO8y	ya	wisata
8.01E+17	RM_Torani	Rumah Makan Torani	########	null	null	Diskon 10% untuk follower torani masih berlaku sampai waktu yang belum di tentukan :) https://t.co/iGKLBBRdPu	ya	kuliner
8.01E+17	katalogpromosi	katalogpromosi	########	null	null	HOLLAND BAKERY Diskon hingga 20% dengan MANDIRI FIESTAPOIN berlaku sd. 31 Agustus 2017â€¦ https://t.co/9lUejvBGys	ya	kuliner
8.01E+17	MRahmat604	Mamat Rahmat	########	null	null	@YouthZone46 Selamat pagi Min yuk nikmati Diskon 10% dengan Kartu BNI khusus buku terbitan Kompas Gramedia #BNIPromo	ya	buku
8.01E+17	denyjackrose	Deny Jackrose	########	null	null	Diskon 90% untuk Semua Produk di https://t.co/VjrW8xMPjk ambil kupon disini https://t.co/uYRRKg4VfW #Discount	ya	lain-lain
8.01E+17	katalogpromosi	katalogpromosi	########	null	null	https://t.co/eOW4vjhmJ8 HUJAN DISKON up to 85% off tanggal 09-23 November 2016 https://t.co/IbO7joLBH8	ya	lain-lain
8.01E+17	dameriaoctavia	Miss viia	########	null	null	"Suka deg2an buka web FM. Eau De Parfume FMnya diskon lagi nihh, wahh senangnya berbisnis parfume. Badan wangi, dompet ikutan wangi :)))"	tidak	
8.01E+17	lisnaeko	Lisna Eko[Omah Ungu]	########	null	null	"Rencananya hari ini ke surabaya sambil buka jasa titip buku gramedia diskon. Qadarullah ada yang sakit, jadi... https://t.co/T5iYw2yc0J"	tidak	
8.01E+17	JackStarsoc	Jackstar Resto&Cafe	########	null	null	Hai guyss... Promo baru untuk KARYAWAN! Dicatet untuk nanti siang yaðŸ˜ diskon 10% lho.. #JackStar https://t.co/wAEndku0Cr	ya	lain-lain
8.01E+17	harioo	Rio Yudhistira	########	null	null	"Asli, letih + lelah liat Paul Heyman... Mukanya boros kek emak2 liat diskon"	tidak	
8.01E+17	SopDurenLodaya	Sop Durian Lodaya	########	null	null	Kemarin ketinggalan #DISKON 50%?? Tenang Masih Ada #DISKON 50% di #CabangDipatiukur Bandung... https://t.co/PqpPQ5H0pG	ya	kuliner
8.01E+17	anyeskinaryasih	SARIYANI	########	null	null	RT @LazadaID: Jangan lewatkan promo menarik dari Vicenza dan dapatkan diskon hingga 60% di #LazadaID https://t.co/tktMvSUQqG #CeritaBelanjâ€¦	ya	lain-lain
8.01E+17	katalogpromosi	katalogpromosi	########	null	null	https://t.co/qxNJxEG2Z1 BCA MONDAY ePromo! Ekstra Diskon 15% dengan Kartu Kredit BCAâ€¦ https://t.co/A8eZz5kJ62	ya	lain-lain
8.01E+17	MbahJerseyID	Jersey GO	########	null	null	"Ada Yang Diskon juga nih !, Mau tau? Simak ya ~"	tidak	
8.01E+17	Otokotoktekek	R T N ?	########	null	null	"Di cek yuk parfumnya diskon mulai 30% , 40%, 50% , wanginya tahan lama.. Sekali semprot bisa tahan 12jam lhoh,... https://t.co/oMxfMw1iQM"	ya	kecantikan
8.01E+17	AldoWilhem	Aldo	########	null	null	RT @jurnascom: Tata Motors tawarkan diskon pembelian suku cadang @TataMotorsID #otomotif https://t.co/EEWKG51YfY https://t.co/uprcNl3stf	ya	otomotif
8.01E+17	katalogpromosi	katalogpromosi	########	null	null	https://t.co/qxNJxEG2Z1 BCA MONDAY ePromo! Ekstra Diskon 15% dengan Kartu Kredit BCA https://t.co/1KG2bYcEZn	ya	lain-lain
8.01E+17	detik_topi	TRUSTED SELLER	########	null	null	#topi #MLB #import #snapback #baseball #topimurah #murmer #diskon #keren #swag #jual #bboy #selfie #ootd #styleâ€¦ https://t.co/t3KX74RcIY	tidak	
8.01E+17	courtsindonesia	@courtsindonesia	########	null	null	"Memiliki elektronik&furnitur impian semakin mudah di Festival Cicilan Courts! Nikmati cicilan ringan, tambahan diskâ€¦ https://t.co/VYDS9cPFc5"	tidak	
8.01E+17	radatime	RaDa Time Jam Tangan	########	null	null	"Koleksi Terbaru, Hugo Boss 1512921 diameter 4,4cm. Diskon 20% kini hanya Rp 798.333/bln, cicilan 0%. Hanya... https://t.co/BAjG7mYlpa"	ya	fashion
8.01E+17	bio88healthymat	BIO 88 HEALTHYCARMAT	########	null	null	". . Pembelian KARPET MOBIL BIO 88 FULLSET periode Oktober, GRATIS Ongkir + DISKON 20% + GRATISâ€¦ https://t.co/q7ImMlywNy"	ya	otomotif
8.01E+17	Penerbit_BIP	Penerbit BIP	########	null	null	Pakai kartu BNImu utk belanja buku BIP di Gramedia ya. Ada diskon 10% sampai 30 November ini. https://t.co/w7Hov43PEn	ya	buku
8.01E+17	radatime	RaDa Time Jam Tangan	########	null	null	"Koleksi Terbaru, Hugo Boss 1512921. Diameter 4,4cm. Diskon 20%.Hanya tersedia 1pc/model. Order?â€¦ https://t.co/e3Ayvek4fb"	ya	fashion
8.01E+17	pastagio_banjar	PastaGio Jogjakarta	########	null	null	Diskon (potongan harga) -100rb dinner /ultah pada senin - jumat u/ follower snapchatâ€¦ https://t.co/qok57dN8mW	ya	kuliner
8.01E+17	MallOfIndonesia	Mall of Indonesia	########	-6.15269	106.8932	"belum sempat sarapan? yuk mampir ke @feliksbukit di Lobby 7 @mallofindonesia ada diskon 30% lho,â€¦ https://t.co/eha6wwFGc2"	ya	kuliner
8.01E+17	88hokii88	hoki88	########	null	null	"Main togel online dengan DISKON TERBESAR Diskon 2D = 29,75% 3D = 59,5% 4D = 66% Semua hanya ada di https://t.co/WH42JTcIRZ Pin BB : 2B261E83"	ya	entertainment
8.01E+17	efviel	efviel	########	null	null	Belanja online #murah #diskon aman dan terpercaya check it now https://t.co/gAnqdBT7J2 ##diskon #ollshop #shoping	tidak	
8.01E+17	Giladiskon	Giladiskon Indonesia	########	null	null	"Promo Super mantapÂ @BreadtalkIndoÂ Â Diskon hingga 25%,Info-->Â https://t.co/N7t4w2up8y"	ya	kuliner
8.01E+17	pinkvelvet_id	Pink Velvet Shop	########	null	null	"Hello beautiful! Ini dari bot @pinkvelvet_id >//< Follow instagram kami @pinkvelvet.id yuk! Diskon besar""an untuk semua brand ^-^"	ya	lain-lain
8.01E+17	babyzaniaID	Babyzania.com	########	null	null	PROMO!! Diskon sampai 14% + gratis Handuk Terry Palmer untuk pembelian 2 pack produk Mustela tertentu. Cek diâ€¦ https://t.co/Jr6LncGCMw	ya	lain-lain
8.01E+17	WinPoin	WinPoin	########	null	null	"Byk dijual dgn harga 145 â€“ 250 ribuan, khusus hari ini Xiaomi VR Mi Play dijual dgn harga 129 ribuan saja https://t.co/JuHsY3TlzX"	ya	elektronik
8.01E+17	DiskonPlus	Exclusive Card	########	null	null	Diskon 25% di @waterboom max untuk 4 orang/hari T&C apply https://t.co/i0il3u0Ya3	ya	wisata
8.01E+17	bio88healthymat	BIO 88 HEALTHYCARMAT	########	null	null	. . Karpet Mobil Bio 88 Sienta/Rush/Terios/Innova/Pajero Diskon 30% (3Baris+Bagasi) Rp.â€¦ https://t.co/pKViGQHLMx	ya	otomotif
8.01E+17	traveloka	Traveloka Indonesia	########	null	null	"Setiap hari, #Traveloka punya diskon hotel dan tiket pesawat reguler. Ini dia promonya https://t.co/2vqRTnHPTm https://t.co/TVNE0gDe9r"	ya	wisata
8.01E+17	deeaspa	Ditha A Sudarto	########	null	null	Oriflame Pure Colour Pressed Powder-Light (Harga DISKON Nov 2016: 34.900; order: via DM/PinBB:5E925D1D) https://t.co/pgiAlZlfCR	ya	kecantikan
8.01E+17	FU_BBH	beha 'ã……'	########	null	null	@FU_lau89 naik grab diskon ðŸ˜‚ðŸ˜‚	tidak	
8.01E+17	psd_lovers	PSD Lovers Official	########	null	null	"Ada kabar gembira utk para calon yg mau menjadi reseller PSD,kita adakan diskon besar, penasaran? ayo ketahui selengkapnya CP: 087822177785"	ya	lain-lain
8.01E+17	deeaspa	Ditha A Sudarto	########	null	null	Oriflame Pure Colour On The Go Lipstick-Desert Rose (Harga DISKON Nov 2016: 23.900; order: via DM/PinBB:5E925D1D) https://t.co/0i577N1mAz	ya	kecantikan
8.01E+17	deeaspa	Ditha A Sudarto	########	null	null	Oriflame Pure Colour On The Go Lipstick-Coral Rose (Harga DISKON Nov 2016: 23.900; order: via DM/PinBB:5E925D1D) https://t.co/GsoRho0U8e	ya	kecantikan
8.01E+17	Idcloudhostcom	IDCloudHost	########	null	null	Diskon 30% pembelian Hosting di IDCloudHost Stock Terbatas - Promo Hingga 30 November 2016 https://t.co/0DWHClNQRj https://t.co/iICoGSkARW	ya	lain-lain
8.01E+17	Giladiskon	Giladiskon Indonesia	########	null	null	Air Asia Promo Festival Jalan-Jalan - Terbang Mulai Rp. 389.000 https://t.co/qzzplseaQB #diskon	ya	wisata
8.01E+17	deeaspa	Ditha A Sudarto	########	null	null	"Nah, buat yang kemaren belum sempet beli, bulan November ini keluar lagi dengan harga diskon."	tidak	
8.01E+17	khairinadiar	Irin	########	null	null	@falla_adinda @chachathaib yoi diskon mapuluhnya cuma berlaku utk pembelian dua sepatu. *pergi ke sency*	tidak	
8.01E+17	autobridalrent	RENTAL MOBIL &BISNIS	########	null	null	"Add #lineofficial di @autobridalrent (dengan@-nya ya),dapatkan info&diskon #sewa menarik & Kunjungi website kami di https://t.co/Bdmxh0wSGy"	tidak	
8.01E+17	Abrentcarjateng	ABRentCar JawaTengah	########	null	null	"Add #lineofficial di @autobridalrent (dengan@-nya ya),dapatkan info&diskon #sewa menarik & Kunjungi website kami di https://t.co/0kUbySv4NM"	tidak	
8.01E+17	JRadio917FM	J Radio Banjarmasin	########	null	null	"Diskon 50% hanya dgn repost gambar ini via Instagram, tag n mantion ke @chicknrollBjm https://t.co/ApkxpYeVYy"	ya	lain-lain
8.01E+17	PringsewuTegal1	PringsewuTegal Resto	########	null	null	Selamat Siang Sobat Resto Pringsewu Tegal Makan di Pringsewu bayar pakai kartu kredit maupun debit dapat diskon... https://t.co/aqOPqeoEo3	ya	kuliner
8.01E+17	bio88healthymat	BIO 88 HEALTHYCARMAT	########	null	null	. . Karpet Mobil Bio 88 Sienta/Rush/Terios/Innova/Pajero Diskon 30% (3Baris+Bagasi) Rp.â€¦ https://t.co/f0KyVjQSis	ya	otomotif
8.01E+17	OriflamesID	oriflame ID	########	null	null	Diskon Nutrishake cuma 370ribu perak penawaran terbatas!!! buruan @cumiklan @apaajaiklan @iklan2jam @iklanin	ya	kecantikan
8.01E+17	PolytronIndo	Polytron Indonesia	########	null	null	"Asyik! Hari ini Polytron Zeromatic Belleza Diskon Rp 200.000,- dan cicilan 0% 12 bulan. https://t.co/k8ZvLkMMWb https://t.co/PcKI6TmUpM"	ya	elektronik
8.01E+17	Info_DigitalJKT	Info Digital	########	null	null	"Butuh tayangan hiburan beredukasi & informasi yg lengkap? Nexmedia, praktis tanpa parabola! DISKON up to 30% ! Klik https://t.co/GHO5DFJqcV"	ya	entertainment
8.01E+17	oshoptv	OSHOP TV	########	null	null	YES! Ini dia jawabannya. Bunda bisa dapat diskon hingga 73%+23%. Klik https://t.co/ToCw7clSA7! #KunciBahagiaâ€¦ https://t.co/CTM3V7mTdV	ya	lain-lain
8.01E+17	bio88healthymat	BIO 88 HEALTHYCARMAT	########	null	null	. . Karpet Mobil Bio 88 Hyundai H-1 Diskon 30% (Fullset+Bagasi) Rp. 2.240.000 Harga Normal Rpâ€¦ https://t.co/MWdBEztTev	ya	otomotif
